Date,SPX,USO,SLV,EUR/USD,RSI,ROC,Moving Average,MFI,GLD
03/04/2013,1525.199951,32.400002,27.6,1.301693,32.62,-4.63,159.62,23.56,152.300003
03/05/2013,1539.790039,32.689999,27.75,1.303611,33.02,-4.7,159.44,28.67,152.380005
03/06/2013,1541.459961,32.540001,28.1,1.304853,37.23,-3.66,159.31,33.89,153.229996
03/07/2013,1544.26001,32.939999,27.91,1.297858,35.69,-3.57,159.15,38.4,152.690002
03/08/2013,1551.180054,33.049999,28.01,1.311131,35.8,-1.96,159,40.94,152.710007
03/11/2013,1556.219971,33.040001,28.02,1.298802,37.35,-1.51,158.84,45.39,152.990005
03/12/2013,1552.47998,33.259998,28.200001,1.303271,43.64,1.82,158.7,57.32,154.190002
3/13/2013,1554.52002,33.189999,27.940001,1.302932,41.65,0.68,158.56,48.8,153.660004
3/14/2013,1563.22998,33.419998,27.799999,1.29584,41.76,0.46,158.4,48.32,153.679993
3/15/2013,1560.699951,33.599998,27.799999,1.301236,43.56,-0.22,158.21,46.89,154
3/18/2013,1552.099976,33.650002,27.950001,1.289275,50.63,-0.54,158.1,43.16,155.380005
3/19/2013,1548.339966,33.07,27.93,1.294498,53.8,0.98,158.01,51.28,156.080002
3/20/2013,1558.709961,33.450001,27.809999,1.286389,50.28,1.55,157.93,53.99,155.369995
3/21/2013,1545.800049,33.049999,28.18,1.294163,54.27,2.5,157.84,61.11,156.25
3/22/2013,1556.890015,33.610001,27.75,1.290489,50.78,2.13,157.74,62.06,155.550003
3/25/2013,1551.689941,33.849998,27.84,1.302406,49.27,1.88,157.61,54.57,155.240005
3/26/2013,1563.77002,34.450001,27.75,1.285843,46.75,0.97,157.48,46.28,154.720001
3/27/2013,1562.849976,34.549999,27.73,1.286008,50.13,1.75,157.36,46.39,155.360001
3/28/2013,1569.189941,34.75,27.42,1.277792,45.69,1.14,157.2,48.58,154.449997
04/01/2013,1562.170044,34.68,27.09,1.285017,46.91,1.1,157.04,48.35,154.669998
04/02/2013,1570.25,34.650002,26.35,1.282051,37.62,-1.14,156.82,40.46,152.429993
04/03/2013,1553.689941,33.759998,26.09,1.285017,32.38,-1.91,156.57,37.59,150.729996
04/04/2013,1559.97998,33.389999,25.99,1.292825,31.17,-2.21,156.3,37.34,150.289993
04/08/2013,1563.069946,33.490002,26.32,1.302932,41.89,-2.07,155.91,35,152.160004
04/09/2013,1568.609985,33.639999,27.030001,1.308027,47.01,-1.76,155.76,32.65,153.339996
04/10/2013,1587.72998,33.830002,26.68,1.305534,38.9,-2.97,155.57,30.06,150.75
04/11/2013,1593.369995,33.459999,26.700001,1.311475,40.19,-3.33,155.37,25.42,151.050003
4/15/2013,1552.359985,31.49,22.09,1.305466,15.66,-15.41,154.41,13,131.309998
4/16/2013,1574.569946,31.76,22.67,1.31787,19.57,-14.17,153.84,25.56,132.800003
4/17/2013,1552.01001,31.01,22.440001,1.303492,19.94,-14.48,153.26,29.39,132.869995
4/18/2013,1541.609985,31.639999,22.4,1.305313,24.03,-13.05,152.7,34.07,134.300003
4/22/2013,1562.5,31.82,22.620001,1.306165,33.69,-9.53,151.69,40.02,137.899994
4/23/2013,1578.780029,31.860001,22.18,1.299444,32.4,-9.19,151.19,40.33,136.880005
4/24/2013,1578.790039,32.66,22.42,1.301744,36.23,-7.93,150.77,43.62,138.369995
4/25/2013,1585.160034,33.25,23.49,1.300728,43.74,-7.32,150.4,44.14,141.630005
4/29/2013,1593.609985,33.610001,23.540001,1.309586,45.63,-7.2,149.72,48.45,142.300003
4/30/2013,1597.569946,33.16,23.459999,1.316829,46.67,-5.29,149.46,52.79,142.770004
05/01/2013,1582.699951,32.389999,22.860001,1.318218,43.5,-6.58,149.17,52.02,141.110001
05/02/2013,1597.589966,33.490002,23.02,1.306506,45.45,-1.41,148.98,63.2,141.919998
05/06/2013,1617.5,34.139999,23.18,1.307019,46.03,7.04,148.56,86.27,142.149994
05/07/2013,1625.959961,34.009998,23.1,1.307702,42.11,5.65,148.28,78.54,140.380005
05/08/2013,1632.689941,34.400002,23.120001,1.316136,47.74,6.08,148,77.64,142.460007
05/09/2013,1626.670044,34.169998,22.889999,1.303441,44.08,3.94,147.73,72.18,140.809998
5/13/2013,1633.77002,33.860001,22.83,1.298802,39.23,1.13,147.18,66.63,138.429993
5/14/2013,1650.339966,33.560001,22.57,1.293711,38.01,-0.4,146.89,60.82,137.809998
5/15/2013,1658.780029,33.610001,21.76,1.288245,32.45,-4.94,146.53,49.86,134.630005
5/16/2013,1650.469971,33.869999,21.950001,1.288328,31.6,-4.84,146.15,40.12,134.089996
5/20/2013,1666.290039,34.439999,22.280001,1.289108,39.22,-5.36,145.37,35.18,135.119995
5/21/2013,1669.160034,34.110001,21.620001,1.291906,35.74,-5.83,144.96,35.22,132.880005
5/22/2013,1655.349976,33.459999,21.51,1.284208,34.36,-7.03,144.52,39.6,131.940002
5/23/2013,1650.51001,33.540001,21.879999,1.292507,41.29,-5.26,144.14,38.97,134.610001
5/28/2013,1660.060059,33.790001,21.530001,1.284637,39.38,-4.91,143.33,35.66,133.490005
5/29/2013,1648.359985,33.099998,21.709999,1.294783,42.98,-5.36,142.92,34.63,134.830002
5/30/2013,1654.410034,33.25,21.98,1.304393,47.65,-2.92,142.53,39.2,136.699997
06/03/2013,1640.420044,33.16,21.98,1.307292,48.16,-1.39,141.71,44.75,136.509995
06/04/2013,1631.380005,33.200001,21.77,1.307343,45.63,-1.87,141.3,45.89,135.229996
06/05/2013,1608.900024,33.259998,21.780001,1.309329,46.32,0.66,140.91,53.37,135.520004
06/06/2013,1622.560059,33.619999,21.93,1.324556,48.75,1.82,140.54,60.12,136.529999
06/10/2013,1642.810059,34,21.16,1.322401,43.8,-0.87,139.69,59.61,133.940002
06/11/2013,1626.130005,33.790001,20.91,1.322401,42.42,0.28,139.26,62.74,133.25
06/12/2013,1612.52002,34.029999,21.02,1.333956,45.12,1.75,138.9,56.7,134.25
6/13/2013,1636.359985,34.330002,21.040001,1.336791,43.99,-0.65,138.56,49.36,133.740005
6/17/2013,1639.040039,34.759998,21.1,1.336309,44.35,0.21,137.86,57.88,133.770004
6/18/2013,1651.810059,34.959999,20.879999,1.338993,40.55,-2,137.46,50.31,132.130005
6/19/2013,1628.930054,34.779999,20.6,1.329186,37.32,-4.47,137,40.37,130.589996
6/20/2013,1588.189941,33.630001,18.969999,1.323557,26.85,-7.71,136.46,34.9,123.599998
6/24/2013,1573.089966,33.639999,18.969999,1.313232,29.71,-8.36,135.54,36.23,123.93
6/25/2013,1588.030029,33.740002,18.91,1.307976,29.11,-8.89,135.38,30.53,123.470001
6/26/2013,1603.26001,33.799999,17.889999,1.301338,23.36,-13.37,135.09,21.49,118.279999
6/27/2013,1613.199951,34.330002,17.889999,1.303594,21.31,-13.01,134.76,19.53,115.940002
07/01/2013,1614.959961,34.669998,18.93,1.306762,35.25,-9.1,134.16,35.49,121.129997
07/02/2013,1614.079956,35.209999,18.68,1.297892,33.85,-10.58,133.81,31.68,120.050003
07/03/2013,1615.410034,35.84,19.02,1.301084,35.61,-9.72,133.49,34.93,120.739998
07/08/2013,1640.459961,36.41,18.42,1.287101,35.76,-10.66,132.64,34.97,119.510002
07/09/2013,1652.319946,36.77,18.57,1.278184,38.56,-8.71,132.23,38.51,120.620003
07/10/2013,1652.619995,37.43,18.48,1.318774,39.41,-7.38,131.8,44.79,120.949997
07/11/2013,1675.02002,37.009998,19.49,1.309775,47.23,0.52,131.43,54.05,124.239998
7/15/2013,1682.5,37.669998,19.280001,1.305875,47.13,0.2,130.74,52.75,124.18
7/16/2013,1676.26001,37.48,19.33,1.315115,48.89,1.15,130.4,56.84,124.889999
7/17/2013,1680.910034,37.799999,18.66,1.311699,45.29,4.26,130.02,61.08,123.32
7/18/2013,1689.369995,38.34,18.719999,1.311063,47.13,6.96,129.69,74.2,124.010002
7/22/2013,1695.530029,37.919998,19.77,1.319035,58.34,6.37,129.1,67.81,128.839996
7/23/2013,1692.390015,38.09,19.77,1.322332,60.01,8.05,128.91,76.13,129.710007
7/24/2013,1685.939941,37.400002,19.469999,1.319087,54.03,5.58,128.69,68.47,127.480003
7/25/2013,1690.25,37.580002,19.5,1.327422,56.52,8.96,128.51,76.24,128.669998
7/29/2013,1685.329956,37.130001,19.139999,1.326365,55.84,6.51,128.28,69.14,128.470001
7/30/2013,1685.959961,36.669998,19.030001,1.326489,54.78,5.93,128.22,61.56,128.119995
7/31/2013,1685.72998,37.360001,19.139999,1.330141,54.26,2.99,128.07,47.88,127.959999
08/01/2013,1706.869995,38.27,18.969999,1.321196,50.03,2,127.95,46.04,126.610001
08/05/2013,1707.140015,37.830002,19.01,1.32575,47.2,0.65,127.66,36.89,125.699997
08/06/2013,1697.369995,37.459999,18.83,1.330814,42.23,0.53,127.46,38.57,123.970001
08/07/2013,1690.910034,37.009998,18.83,1.334098,42.9,0.11,127.28,38.08,124.150002
08/08/2013,1697.47998,36.84,19.6,1.338007,51.99,1.4,127.12,39.79,126.860001
08/12/2013,1689.469971,37.759998,20.620001,1.329292,58.42,-0.45,126.82,36.01,129.130005
8/13/2013,1694.160034,37.900002,20.709999,1.326559,53.68,0.2,126.65,37,127.739998
8/14/2013,1685.390015,38.09,21.09,1.326418,57.08,0.26,126.52,39.54,129
8/15/2013,1661.319946,38.240002,22.15,1.335399,63.28,2.26,126.45,51.24,131.690002
8/19/2013,1646.060059,38.169998,22.34,1.333387,62.95,3.04,126.34,54.04,132.009995
8/20/2013,1652.349976,37.52,22.190001,1.342102,63.93,3.51,126.31,64.42,132.449997
8/21/2013,1642.800049,37.169998,22.139999,1.334294,62.4,4.31,126.29,64.09,132.070007
8/22/2013,1656.959961,37.540001,22.27,1.335506,64.2,5.1,126.26,69.33,132.809998
8/26/2013,1656.780029,37.959999,23.459999,1.337918,69.84,9.26,126.3,79.35,135.449997
8/27/2013,1630.47998,38.869999,23.59,1.339208,72.29,10.15,126.36,80.4,136.75
8/28/2013,1634.959961,39.080002,23.43,1.333493,72.1,7.76,126.46,81.23,136.710007
8/29/2013,1638.170044,38.580002,23,1.323627,67.97,7.1,126.56,75.71,135.869995
09/03/2013,1639.77002,38.759998,23.389999,1.317402,66.6,6.8,127.01,75.51,136.419998
09/04/2013,1653.079956,38.34,22.690001,1.320062,59.39,4.39,127.22,69.82,134.660004
09/05/2013,1655.079956,38.689999,22.379999,1.311837,51.06,0.39,127.4,60.3,132.199997
09/09/2013,1671.709961,38.939999,22.84,1.325803,55.51,1.44,128.07,63.92,133.910004
09/10/2013,1683.98999,38.34,22.129999,1.326629,48.86,-0.54,128.33,57.49,131.740005
09/11/2013,1689.130005,38.48,22.290001,1.331558,48.74,-0.28,128.54,60.18,131.699997
09/12/2013,1683.420044,38.869999,21.059999,1.329893,38.77,-3.87,128.69,52.53,127.669998
9/16/2013,1697.599976,38.110001,20.940001,1.333796,36.36,-6.64,129,36.84,126.449997
9/17/2013,1704.76001,37.740002,20.959999,1.335791,36.54,-7.5,129.14,28.71,126.5
9/18/2013,1725.52002,38.68,22.309999,1.352302,52.81,-3.44,129.37,34.04,132.009995
9/19/2013,1722.339966,38.080002,22.200001,1.353418,52.13,-3.03,129.58,42.62,131.75
9/23/2013,1701.839966,37.27,20.780001,1.349892,42.54,-6.5,129.73,34.34,127.550003
9/24/2013,1697.420044,37.220001,20.889999,1.347182,42.86,-5.2,129.8,34.53,127.660004
9/25/2013,1692.77002,36.880001,20.98,1.351698,46.14,-2.58,129.87,40.38,128.789993
9/26/2013,1698.670044,37.080002,20.92,1.348618,43.75,-4.74,129.96,34.44,127.790001
9/30/2013,1681.550049,36.849998,20.9,1.352521,45.21,-2.7,130.12,35.28,128.179993
10/01/2013,1695,36.68,20.41,1.352338,37.39,-5.4,130.04,32.93,124.589996
10/02/2013,1693.869995,37.419998,20.92,1.359102,44.5,-0.48,129.99,40.31,127.059998
10/03/2013,1678.660034,37.139999,20.92,1.362416,44.83,-0.5,129.98,47.4,127.18
10/08/2013,1655.449951,37.310001,21.49,1.359804,45.99,-3.49,129.89,41.94,127.400002
10/09/2013,1656.400024,36.549999,21.049999,1.352027,42.71,-4.28,129.85,32.57,126.110001
10/10/2013,1692.560059,37.099998,20.83,1.352667,38.49,-2.88,129.78,34.95,124.269997
10/14/2013,1710.140015,36.869999,20.5,1.355859,35.94,-3.78,129.63,37.63,122.830002
10/15/2013,1698.060059,36.470001,20.559999,1.352174,39.24,-3.93,129.59,37.87,123.730003
10/16/2013,1721.540039,36.919998,20.5,1.352247,38.79,-3.33,129.58,38.23,123.540001
10/17/2013,1733.150024,36.380001,21.049999,1.366699,51.21,-1.2,129.65,40.11,127.419998
10/21/2013,1744.660034,35.939999,21.41,1.367596,50,1.92,129.65,48.29,126.980003
10/22/2013,1754.670044,35.41,21.870001,1.377847,56.45,1.79,129.65,47.01,129.339996
10/23/2013,1746.380005,34.950001,21.75,1.378094,54.37,1.19,129.67,39.49,128.690002
10/24/2013,1752.069946,34.990002,21.870001,1.380396,57.51,2.66,129.69,47.18,129.899994
10/28/2013,1762.109985,35.549999,21.68,1.380529,58.18,2.48,129.62,54.01,130.559998
10/29/2013,1771.949951,35.41,21.690001,1.37893,56.15,2.9,129.58,56.45,129.770004
10/30/2013,1763.310059,34.849998,21.879999,1.374306,55.49,4.29,129.52,57.06,129.600006
10/31/2013,1756.540039,34.689999,21.1,1.372401,48.76,4.19,129.44,61.15,127.739998
11/01/2013,1761.640015,34.130001,21.08,1.357976,46.2,3.35,129.32,53.71,126.949997
11/04/2013,1767.930054,34.040001,20.85,1.3494,45.74,2.49,129.16,51.81,126.809998
11/05/2013,1762.969971,33.669998,20.9,1.351698,44.88,2.44,128.98,53.52,126.559998
11/06/2013,1770.48999,34.189999,21,1.347309,47.59,-0.17,128.79,49.41,127.199997
11/07/2013,1747.150024,33.970001,20.83,1.351808,43.82,-0.54,128.58,48.22,126.160004
11/08/2013,1770.609985,34.009998,20.690001,1.340914,37.97,-2.13,128.34,42.53,124.279999
11/11/2013,1771.890015,34.259998,20.6,1.334793,36.81,-4.23,128.13,35.65,123.870003
11/12/2013,1767.689941,33.639999,20,1.340932,33.06,-4.85,127.85,34.81,122.449997
11/13/2013,1782,33.900002,19.780001,1.343996,35.07,-5.43,127.61,31.51,122.849998
11/14/2013,1790.619995,33.93,20.049999,1.348963,41.75,-4.74,127.46,30.39,124.269997
11/15/2013,1798.180054,33.880001,20,1.344899,41.97,-4.78,127.26,23.32,124.32
11/18/2013,1791.530029,33.619999,19.67,1.348399,37.52,-5.29,127.04,23.16,122.900002
11/19/2013,1787.869995,33.720001,19.610001,1.350439,37.77,-5.13,126.86,24.7,122.949997
11/20/2013,1781.369995,33.630001,19.139999,1.356742,30.35,-5.97,126.63,23.1,120.120003
11/21/2013,1795.849976,34.169998,19.24,1.343382,29.95,-5.52,126.48,23.74,119.940002
11/22/2013,1804.76001,34.040001,19.129999,1.347182,29.9,-5.43,126.32,25.94,119.919998
11/25/2013,1802.47998,33.82,19.27,1.355234,32.99,-4.82,126.2,32.9,120.459999
11/26/2013,1802.75,33.689999,19.129999,1.352759,31.23,-5.8,126.07,27.52,119.82
11/27/2013,1807.22998,33.189999,18.959999,1.356779,30.25,-5.31,125.81,28.06,119.459999
11/29/2013,1805.810059,33.459999,19.24,1.360396,37.5,-2.88,125.59,32.49,120.699997
12/02/2013,1800.900024,33.68,18.459999,1.358511,29.26,-5.08,125.39,30.31,117.580002
12/03/2013,1795.150024,34.509998,18.42,1.354206,31.24,-3.67,129.51,30.61,117.959999
12/04/2013,1792.810059,34.880001,19,1.359065,40.66,-2.35,125.04,32.62,119.959999
12/05/2013,1785.030029,34.93,18.690001,1.35864,36.23,-4.8,124.83,24.36,118.300003
12/06/2013,1805.089966,35.049999,18.76,1.366998,37.34,-4.64,124.65,30.94,118.550003
12/09/2013,1808.369995,34.91,19.120001,1.370652,42.39,-2.59,124.46,36.35,119.720001
12/10/2013,1802.619995,35.310001,19.66,1.374023,50.15,-0.92,124.33,42.83,121.82
12/11/2013,1782.219971,34.98,19.549999,1.376444,47.03,0.62,124.26,44.55,120.860001
12/12/2013,1775.5,34.970001,18.809999,1.378607,39.88,-1.38,124.08,44.09,118.290001
12/13/2013,1775.319946,34.639999,18.950001,1.375081,43.78,-0.45,123.93,43.91,119.379997
12/16/2013,1786.540039,34.939999,19.219999,1.373928,44.88,-0.64,123.79,44.37,119.690002
12/17/2013,1781,34.869999,19.139999,1.376292,41.92,-0.98,123.61,44.59,118.650002
12/18/2013,1810.650024,35.029999,19.09,1.377126,39.15,-1.55,123.42,40.88,117.610001
12/19/2013,1809.599976,35.32,18.49,1.368495,32.86,-4.87,123.19,35.08,114.82
12/20/2013,1818.319946,35.48,18.620001,1.365579,37.22,-1.39,123.02,44.46,115.940002
12/23/2013,1827.98999,35.360001,18.719999,1.367839,36.38,-2.03,122.88,44.74,115.57
12/24/2013,1833.319946,35.490002,18.76,1.369994,38.52,-3.22,122.75,42.25,116.099998
12/26/2013,1842.02002,35.650002,19.02,1.366848,41.1,-1.32,122.61,47.49,116.739998
12/27/2013,1841.400024,35.84,19.27,1.369619,42.64,-1.21,122.48,45.85,117.120003
12/30/2013,1841.069946,35.529999,18.85,1.375024,37.8,-3.62,122.24,40.92,115.389999
12/31/2013,1848.359985,35.32,18.709999,1.381006,40.85,-4.68,122.02,42.4,116.120003
01/02/2014,1831.97998,34.23,19.23,1.376671,47.93,-2.37,121.84,49.47,118
01/03/2014,1831.369995,33.75,19.42,1.366662,52.16,0.85,121.64,55.62,119.290001
01/06/2014,1826.77002,33.57,19.42,1.359601,52.83,0.1,121.46,48.68,119.5
01/07/2014,1837.880005,33.580002,19.129999,1.363196,50.37,-0.73,121.24,42.58,118.82
01/08/2014,1837.48999,33.16,18.83,1.361637,47.89,-0.45,120.99,43.02,118.120003
01/09/2014,1838.130005,33.080002,18.84,1.357202,49.19,0.72,120.75,51.6,118.459999
01/10/2014,1842.369995,33.189999,19.379999,1.360711,55.56,4.74,120.56,63.49,120.260002
1/13/2014,1819.199951,32.810001,19.68,1.367185,57.95,4.38,120.39,60.16,121.019997
1/14/2014,1838.880005,33.040001,19.42,1.366998,53.35,3.74,120.23,59.18,119.889999
1/15/2014,1848.380005,33.77,19.4,1.366848,52.44,3.07,120.08,54.36,119.660004
1/16/2014,1845.890015,33.650002,19.35,1.359934,52.93,2.61,119.94,54.45,119.790001
1/17/2014,1838.699951,33.689999,19.51,1.361804,57.1,3.25,119.83,56.23,120.93
1/21/2014,1843.800049,33.990002,19.17,1.354903,51.77,3.74,119.68,56.07,119.699997
1/22/2014,1844.859985,34.560001,19.030001,1.355914,49.69,2.64,119.54,47.12,119.190002
1/23/2014,1828.459961,34.720001,19.26,1.354224,58.76,3.21,119.49,49.2,121.790001
1/24/2014,1790.290039,34.580002,19.16,1.368907,60.24,2.51,119.46,50.67,122.290001
1/27/2014,1781.560059,34.23,18.889999,1.368794,54.61,1.22,119.43,51.95,120.959999
1/28/2014,1792.5,34.689999,18.85,1.367465,54.57,1.79,119.39,52.6,120.949997
1/29/2014,1774.199951,34.73,19.02,1.365505,59.58,3.68,119.36,62.41,122.470001
1/30/2014,1794.189941,34.950001,18.49,1.365859,49.21,1.11,119.27,55.76,119.769997
1/31/2014,1782.589966,34.799999,18.450001,1.355877,50.31,-0.14,119.21,55.76,120.089996
02/03/2014,1741.890015,34.52,18.610001,1.348818,54.41,0.25,119.18,57.18,121.32
02/04/2014,1755.199951,34.740002,18.75,1.352503,53.15,0.92,119.19,57.42,120.989998
02/05/2014,1751.640015,34.709999,19.07,1.351589,54.19,1.36,119.22,62.99,121.290001
02/06/2014,1773.430054,34.900002,19.17,1.35351,53.97,1.21,119.25,58.9,121.239998
02/07/2014,1797.02002,35.639999,19.27,1.359213,57.38,1.03,119.28,58.45,122.169998
02/10/2014,1799.839966,35.630001,19.290001,1.361934,59.95,2.69,119.34,65.12,122.919998
02/11/2014,1819.75,35.639999,19.450001,1.36461,64.39,4.34,119.44,71.4,124.360001
02/12/2014,1819.26001,35.799999,19.43,1.363903,64.59,2.17,119.52,70.31,124.43
2/13/2014,1829.829956,35.869999,19.74,1.35901,67.64,2.62,119.67,70.55,125.489998
2/14/2014,1838.630005,35.91,20.65,1.367877,71.74,5.12,119.86,78.07,127.150002
2/18/2014,1840.76001,36.66,21.129999,1.370445,72.31,5.33,120.01,82.91,127.400002
2/19/2014,1828.75,36.900002,20.629999,1.376197,65.86,3.1,120.17,74.15,126.269997
2/20/2014,1839.780029,36.880001,21,1.373042,69.33,6.54,120.35,81.93,127.599998
2/21/2014,1836.25,36.689999,20.969999,1.372119,69.21,6.24,120.51,81.9,127.580002
2/24/2014,1847.609985,36.790001,21.18,1.373796,72.63,6.32,120.65,82.43,128.990005
2/25/2014,1845.119995,36.59,21.02,1.373608,73.13,6.79,120.82,88.06,129.210007
2/26/2014,1845.160034,36.75,20.42,1.374608,66.57,5.62,121.01,82.04,128.110001
2/27/2014,1854.290039,36.689999,20.459999,1.368195,66.83,5.74,121.19,85.98,128.199997
2/28/2014,1859.449951,36.740002,20.35,1.370746,63.38,4.46,121.35,77.72,127.620003
03/03/2014,1845.72998,37.52,20.620001,1.377695,70.84,6,121.58,78.5,130.289993
03/04/2014,1873.910034,37.060001,20.370001,1.373702,62.56,3.47,121.8,72.33,128.679993
03/05/2014,1873.810059,36.240002,20.360001,1.374117,63.17,3.58,122.08,71.97,128.889999
03/06/2014,1877.030029,36.57,20.66,1.373419,66.7,3.73,122.37,71.12,130.169998
03/07/2014,1878.040039,36.779999,20.08,1.386309,61.36,1.53,122.64,63.41,129.089996
03/10/2014,1877.170044,36.299999,20.01,1.387867,61.48,1.36,122.9,62.25,129.130005
03/11/2014,1867.630005,35.810001,20.040001,1.387887,63.75,2.84,123.16,70.3,129.860001
03/12/2014,1868.199951,35.349998,20.469999,1.385809,68.89,3.26,123.45,70.55,131.759995
3/13/2014,1846.339966,35.34,20.360001,1.390453,69.97,3.63,123.79,70.82,132.210007
3/14/2014,1841.130005,35.529999,20.620001,1.386539,72.05,3.19,124.13,70.88,133.100006
3/17/2014,1858.829956,35.150002,20.33,1.391304,64.2,1.88,124.4,60.36,131.639999
3/18/2014,1872.25,35.580002,20.01,1.392661,59.34,1.96,124.63,60.61,130.619995
3/19/2014,1860.77002,35.709999,19.790001,1.393088,49.36,-0.09,124.8,52.73,128.089996
3/20/2014,1872.01001,35.580002,19.52,1.381922,48.56,0.19,124.98,53.97,127.860001
3/21/2014,1866.52002,35.84,19.52,1.378208,50.83,-1.4,125.19,52.14,128.470001
3/24/2014,1857.439941,35.82,19.209999,1.379558,43.12,-1.94,125.34,49.4,126.18
3/25/2014,1865.619995,35.77,19.219999,1.383892,44.04,-1.92,125.47,50.03,126.410004
3/26/2014,1852.560059,36.09,19.02,1.381903,40.95,-3.66,125.55,44.63,125.410004
3/27/2014,1849.040039,36.5,19,1.378208,38.55,-3.49,125.65,44.8,124.589996
3/28/2014,1857.619995,36.619999,19.059999,1.374136,38.46,-3.54,125.75,40.62,124.559998
3/31/2014,1872.339966,36.59,19.040001,1.377505,35.67,-4.81,125.82,33.8,123.610001
04/01/2014,1885.52002,35.830002,19.059999,1.379482,35.04,-6.35,125.87,26.48,123.389999
04/02/2014,1890.900024,35.799999,19.190001,1.376823,39.9,-5.97,125.96,24.45,124.32
04/03/2014,1888.77002,36.139999,19.059999,1.372382,38.57,-6.9,126.06,15.75,123.919998
04/07/2014,1845.040039,36.279999,19.129999,1.374306,44.07,-4.37,126.19,23.98,124.910004
04/08/2014,1851.959961,36.900002,19.23,1.379329,49.24,-1.56,126.29,32.22,126.089996
04/09/2014,1872.180054,37.220001,19.110001,1.385502,50.21,-1.2,126.4,38.33,126.32
04/10/2014,1833.079956,37.200001,19.27,1.388638,53.09,-1.14,126.46,36.85,127.010002
4/14/2014,1830.609985,37.380001,19.209999,1.381712,56.57,1.14,126.79,40.44,127.849998
4/15/2014,1842.97998,37.389999,18.879999,1.381196,46.16,0.06,126.87,39.84,125.489998
4/16/2014,1862.310059,37.48,18.879999,1.382705,46.38,0.76,126.96,45.91,125.540001
4/17/2014,1864.849976,37.66,18.879999,1.381216,43.3,0.15,127.03,46.61,124.75
4/21/2014,1871.890015,37.639999,18.67,1.379501,41.39,0.51,127.09,49.9,124.239998
4/22/2014,1879.550049,37,18.709999,1.381006,39.69,0.32,127.12,49.35,123.779999
4/23/2014,1875.390015,36.91,18.690001,1.381922,39.61,-0.45,127.14,48.61,123.760002
4/24/2014,1878.609985,37.049999,18.92,1.383202,44.23,0.52,127.14,55.85,124.559998
4/28/2014,1869.430054,36.709999,18.85,1.385291,46.23,-0.02,127.15,55.13,124.879997
4/29/2014,1878.329956,36.720001,18.76,1.381368,46.13,-0.98,127.1,54.2,124.860001
4/30/2014,1883.949951,36.32,18.459999,1.386924,43.06,-1.66,127.04,45.26,124.220001
05/01/2014,1883.680054,36.16,18.35,1.387097,41.12,-2.53,126.99,38.94,123.800003
05/05/2014,1884.660034,36.139999,18.84,1.387598,54.33,-1.27,126.91,46.24,126.220001
05/06/2014,1867.719971,36.189999,18.799999,1.393068,53.01,0.39,126.85,49.62,125.980003
05/07/2014,1878.209961,36.599998,18.57,1.391169,44.28,-1.09,126.75,42.89,124.169998
05/08/2014,1875.630005,36.490002,18.440001,1.384428,44.28,-0.46,126.67,43.95,124.169998
05/12/2014,1896.650024,36.59,18.780001,1.375667,48.81,0.94,126.54,51.97,124.940002
5/13/2014,1897.449951,37.040001,18.77,1.370952,47.03,0.68,126.42,48.19,124.599998
5/14/2014,1888.530029,37.18,19,1.372006,53.51,1,126.37,45.12,125.809998
5/15/2014,1870.849976,37.040001,18.74,1.371648,48.07,-0.53,126.28,36.72,124.769997
5/19/2014,1885.079956,37.380001,18.629999,1.371385,47.21,-0.22,126.08,36.01,124.580002
5/20/2014,1872.829956,37.52,18.65,1.370407,47.88,0.38,125.99,39.43,124.690002
5/21/2014,1888.030029,37.98,18.639999,1.368176,46.15,0.48,125.88,39.33,124.389999
5/22/2014,1892.48999,38.009998,18.73,1.365449,48.04,-0.31,125.74,33.08,124.669998
5/27/2014,1911.910034,38.139999,18.360001,1.363698,34.11,-3.28,125.36,23.16,121.849998
5/28/2014,1909.780029,37.68,18.280001,1.359342,31.81,-2.39,125.15,23.84,121.199997
5/29/2014,1920.030029,37.91,18.299999,1.360452,30.91,-2.6,124.96,23.23,120.940002
06/02/2014,1924.969971,37.529999,18.02,1.359897,26.85,-4.19,124.64,15.53,119.699997
06/03/2014,1924.23999,37.639999,18.1,1.362101,29.42,-3.68,124.47,15.09,120.010002
06/04/2014,1927.880005,37.509998,18.059999,1.360415,28.55,-4.81,124.34,14.7,119.760002
06/05/2014,1940.459961,37.549999,18.26,1.366195,35.92,-3.29,124.23,20.57,120.660004
06/09/2014,1951.27002,38.18,18.32,1.359268,36.04,-3.15,124.06,19.09,120.650002
06/10/2014,1950.790039,38.279999,18.459999,1.354096,42.1,-2.65,123.99,23.93,121.389999
06/11/2014,1943.890015,38.25,18.459999,1.353711,42.26,-2.4,123.95,30.11,121.410004
06/12/2014,1930.109985,39.080002,18.76,1.355454,51.16,-1.63,123.93,33.74,122.639999
6/16/2014,1937.780029,39.169998,18.85,1.357718,49.46,0.47,123.88,40.95,122.419998
6/17/2014,1941.98999,38.990002,18.940001,1.354793,48.51,0.89,123.81,42.53,122.279999
6/18/2014,1956.97998,39.009998,19.049999,1.359065,51.31,1.43,123.76,49.9,122.669998
6/19/2014,1959.47998,39.130001,19.92,1.361137,70.33,5.41,123.78,69.95,126.940002
6/23/2014,1962.609985,39.16,20.049999,1.360193,68.53,5.7,123.78,83.62,126.849998
